frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
725,657.0,[894.550274495341 1420.3601873096632 1536.001355540192 1973.1915018984791],[1119.8489990234375 1827.9552001953125 1302.5281982421875 1910.13330078125],0.36528879404067993,0,0
726,366.0,[2289.1887586278845 1156.921242968714 2772.9290622270964 1610.6495640313888],[2460.899658203125 1439.2637939453125 2616.54296875 1522.2099609375],0.5465254783630371,0,0
726,784.0,[1107.9739230911396 1089.856425381121 1617.9865897223526 1517.2694511154164],[1272.5201416015625 1348.7755126953125 1416.3414306640625 1423.021728515625],0.255313515663147,0,0
727,366.0,[2290.3802309015023 1164.707924294565 2776.032554889131 1616.5275879334083],[2463.008544921875 1441.5311279296875 2610.456298828125 1527.1204833984375],0.5483836531639099,GJ06EPD,0.3471782079508905
727,784.0,[1106.255899120392 1091.274335630097 1619.3211179939506 1520.5751133664953],[1277.8282470703125 1353.3450927734375 1422.6044921875 1430.16552734375],0.310284823179245,0,0
728,366.0,[2291.24583459544 1171.2002079698395 2777.487892352543 1620.5499837170341],[2466.4404296875 1446.832275390625 2615.467041015625 1526.1082763671875],0.475504994392395,0,0
728,657.0,[885.9444335343221 1431.814367254401 1544.2756212681873 1991.2433323401387],[1121.687744140625 1847.6705322265625 1297.2745361328125 1938.201171875],0.2549005150794983,0,0
729,366.0,[2292.5473866681073 1175.206253444826 2778.9372677769757 1623.3842400504477],[2455.78857421875 1452.927978515625 2617.65380859375 1534.4765625],0.5567773580551147,0,0
729,657.0,[883.6068684207803 1435.3880724349897 1546.9433803321222 1995.900347474499],[1097.5013427734375 1855.8189697265625 1294.1815185546875 1954.8636474609375],0.5420206785202026,0,0
730,657.0,[875.7770740449915 1440.8210674268134 1541.756730758077 2002.4020981433396],[1099.918212890625 1864.9749755859375 1288.859619140625 1949.1339111328125],0.5964351296424866,KH06KSU,0.3293195282665818
730,366.0,[2292.6769363199182 1178.9297025158407 2778.758494198888 1626.2571487710234],[2455.215087890625 1452.813720703125 2618.832275390625 1538.797119140625],0.5653209090232849,GJ06EPO,0.14243178610270246
731,366.0,[2292.3776526099787 1181.3915582163083 2778.6449256630845 1629.6719816434036],[2460.980712890625 1456.631591796875 2620.9306640625 1540.2503662109375],0.5237584114074707,GJ06EPD,0.26587370668242566
731,657.0,[871.942981530799 1444.357572189498 1541.275870670691 2007.6805247906334],[1108.7548828125 1866.2958984375 1296.3072509765625 1955.00244140625],0.47377264499664307,0,0
732,657.0,[868.3185835482784 1449.4597474341317 1539.3204912449007 2015.2953592801005],[1095.93310546875 1874.1827392578125 1293.35107421875 1966.79638671875],0.6547765731811523,0,0
732,366.0,[2294.6949673690324 1183.7741604128196 2781.687606270867 1633.3198726008563],[2469.688720703125 1465.8526611328125 2623.849609375 1547.7154541015625],0.46754196286201477,GJ06EPD,0.6488361500229454
733,657.0,[865.7527058638061 1455.6186577054364 1539.4070767912299 2025.074671081154],[1092.2469482421875 1885.9134521484375 1282.888916015625 1969.8929443359375],0.4653407335281372,0,0
733,366.0,[2295.491764361094 1185.268691705467 2782.4144560091295 1636.5302860352313],[2470.81640625 1473.2125244140625 2620.1572265625 1553.0677490234375],0.4050140082836151,GJ06EPD,0.587652283487365
734,366.0,[2297.1272641258406 1185.3887963660522 2784.196439347254 1639.6296921095327],[2468.723876953125 1468.4012451171875 2630.5283203125 1555.962646484375],0.47025489807128906,GJ06EPO,0.24397329455718209
734,657.0,[862.9883560870287 1460.0055135723842 1538.609671472136 2030.9865038083635],[1111.7652587890625 1890.156005859375 1280.3746337890625 1967.1357421875],0.2790793776512146,0,0
734,784.0,[1087.971805094181 1102.5775787854518 1608.7191533255436 1544.1017777493898],[1266.905029296875 1373.6463623046875 1418.3065185546875 1463.6826171875],0.2701532542705536,0,0
735,657.0,[858.9566658283564 1464.993207213799 1535.2451624117548 2038.6792233733877],[1098.6976318359375 1894.4356689453125 1288.0888671875 1991.04833984375],0.5939478278160095,KH06RSU,0.5784222948579013
735,366.0,[2296.7232435692044 1185.632144490823 2784.480248574427 1643.8250477677207],[2460.116455078125 1478.91064453125 2627.572265625 1556.5111083984375],0.46212273836135864,GJ06EPO,0.4147129628548178
736,657.0,[857.2094042426711 1469.729862215283 1537.082699402048 2047.1408361006957],[1078.535888671875 1899.268798828125 1285.0631103515625 2002.669921875],0.659959614276886,0,0
736,366.0,[2296.656869967386 1184.9979784122943 2785.429846696448 1647.6803594940939],[2466.69580078125 1482.9130859375 2625.748046875 1560.7449951171875],0.506487250328064,GJ06EPD,0.4171550968468684
737,657.0,[857.2917043731932 1471.2955314973888 1540.7498086868304 2052.596031304751],[1080.236572265625 1903.4161376953125 1281.8492431640625 2003.249267578125],0.6656409502029419,0,0
737,366.0,[2297.5044253321807 1185.1871198965684 2787.5211659212005 1651.662121356335],[2471.86083984375 1487.2666015625 2615.498291015625 1558.5806884765625],0.48529374599456787,0,0
738,657.0,[854.9757669904468 1475.5099054420514 1537.9184332450989 2058.6750504310603],[1076.6610107421875 1911.242431640625 1279.763427734375 2008.95556640625],0.6178573369979858,0,0
738,366.0,[2298.631608868132 1188.1790724210612 2789.6856329931284 1656.9715823117715],[2481.024169921875 1491.123046875 2639.48291015625 1567.1044921875],0.5104823112487793,OJ06EPD,0.20970428533020533
739,657.0,[854.297876332395 1482.6473692103493 1537.4892802452764 2066.017991783624],[1081.25537109375 1925.3331298828125 1279.8372802734375 2013.3863525390625],0.6729510426521301,0,0
739,366.0,[2299.8562739029685 1191.7828824237042 2791.3499293379746 1662.5466019130279],[2475.616455078125 1489.179931640625 2640.5888671875 1574.234619140625],0.5538458228111267,0,0
740,657.0,[852.0199937303369 1491.21855220256 1534.7835696528905 2073.984617240595],[1076.5350341796875 1926.47021484375 1280.9140625 2018.137939453125],0.6740587949752808,KH06KSU,0.5319669427922842
740,366.0,[2300.655280502383 1194.8152240564827 2793.083928694413 1666.5496469011441],[2476.1279296875 1489.0191650390625 2641.6572265625 1578.134765625],0.6005726456642151,0,0
741,657.0,[851.3894767447614 1498.1867106069599 1536.387260059907 2082.356944872151],[1063.3516845703125 1929.78271484375 1273.518798828125 2025.360107421875],0.6437873244285583,KH06KSU,0.45221878567692747
741,366.0,[2302.14031121866 1195.1609905900327 2796.867022762717 1669.684316385582],[2464.06201171875 1501.541748046875 2626.921875 1585.030517578125],0.5586243271827698,0,0
742,657.0,[848.6516030202802 1503.8681499789045 1536.9346758660954 2088.3486516846965],[1064.666748046875 1932.61572265625 1274.0419921875 2041.4342041015625],0.6297667026519775,0,0
742,366.0,[2303.6972092941787 1197.626874930263 2803.1901400565084 1675.2326615610395],[2474.5546875 1503.872314453125 2638.36474609375 1585.79736328125],0.577883780002594,IJ06EPD,0.5660520628570463
742,784.0,[1074.1757687769236 1127.30200475811 1595.7904777959998 1577.6679739496317],[1251.8309326171875 1403.5748291015625 1414.2205810546875 1484.7191162109375],0.27758440375328064,0,0
743,657.0,[845.427166365967 1506.9316301113918 1534.4767746155708 2092.406717567807],[1070.4969482421875 1936.1326904296875 1270.86083984375 2041.3612060546875],0.648938775062561,0,0
743,366.0,[2300.9382512098123 1201.0058738083044 2802.913988717954 1679.4639702422182],[2475.143798828125 1504.961181640625 2630.663330078125 1586.0025634765625],0.5815931558609009,IJ06EPD,0.30876754549823904
744,657.0,[840.1820636942724 1511.6422388519352 1532.7233524975013 2098.1779697725733],[1061.1341552734375 1950.14794921875 1268.3155517578125 2046.949951171875],0.6658127307891846,0,0
744,366.0,[2302.199064445517 1204.6249693774646 2807.028817588976 1683.9049357158126],[2472.812744140625 1514.0804443359375 2637.9130859375 1600.0850830078125],0.5803274512290955,GJ06EPD,0.17877533180324867
745,657.0,[835.8149863697381 1517.5355032765829 1532.8421553856138 2104.9480685099497],[1059.1318359375 1957.1103515625 1268.64697265625 2052.44384765625],0.6273754239082336,0,0
745,366.0,[2303.1968050847104 1208.63692033878 2810.740408633294 1689.011349733126],[2472.186767578125 1519.2117919921875 2637.61376953125 1604.1961669921875],0.5787092447280884,GJ06EPD,0.31983476302301284
746,657.0,[831.2131686086163 1520.1694154523075 1529.904732236624 2108.5000653515845],[1059.61572265625 1968.2933349609375 1266.531494140625 2058.146728515625],0.6597279906272888,0,0
746,366.0,[2303.345231235887 1215.556340828317 2814.6543533062004 1694.098647411421],[2475.798095703125 1518.0318603515625 2643.23876953125 1606.3077392578125],0.5922451615333557,0,0
746,784.0,[1062.37957354785 1137.5242860769233 1590.7907259894407 1580.1392062059633],[1241.906494140625 1414.791259765625 1406.7904052734375 1511.55517578125],0.33313697576522827,0,0
747,657.0,[826.8163571565947 1525.1108320653307 1528.184988929304 2115.440057835559],[1048.618408203125 1974.673828125 1264.5272216796875 2072.971435546875],0.6743993759155273,0,0
747,366.0,[2300.634662470702 1224.2221611204698 2813.3261545867954 1700.9477512915503],[2467.671630859375 1523.5140380859375 2646.23388671875 1610.8729248046875],0.5646727681159973,0,0
747,784.0,[1058.9239509903805 1140.2476847133698 1588.6775782538625 1584.7774341765112],[1233.9603271484375 1415.523193359375 1401.8409423828125 1514.69091796875],0.47366419434547424,LN15ZZC,0.171497737192702
748,657.0,[823.3352358693828 1530.6493312938214 1528.8064663942914 2122.717679755508],[1057.034423828125 1980.4205322265625 1255.8321533203125 2075.000244140625],0.6638637781143188,0,0
748,366.0,[2299.037060048479 1226.4718968504317 2814.3250842916837 1704.3470690125105],[2471.49609375 1530.488525390625 2646.775634765625 1610.335693359375],0.5490740537643433,GJ06EPD,0.6770588361956181
748,784.0,[1055.9652067160773 1141.650898833633 1587.1189459078892 1590.5338720419857],[1238.84326171875 1420.673583984375 1398.912353515625 1514.865966796875],0.4143511950969696,LM15ZZC,0.4122552166509541
749,657.0,[821.5037818723896 1536.3002076768485 1530.9865090761523 2128.4225171769585],[1054.9039306640625 1980.6888427734375 1255.534423828125 2079.222900390625],0.6031377911567688,KH06KSU,0.3407617148257897
749,366.0,[2298.0046139555693 1224.8761609235287 2816.4326110586494 1705.519964447515],[2476.7412109375 1530.778564453125 2641.29150390625 1611.810791015625],0.5685216188430786,GJ06EPD,0.12511282525880196
749,784.0,[1054.8683906573483 1144.110809488186 1587.3472325169769 1596.0460321273404],[1239.67724609375 1424.425537109375 1400.39501953125 1514.802734375],0.37232449650764465,0,0
750,657.0,[817.8228253682794 1542.5873642638358 1531.8511232084254 2135.8098676534514],[1045.4576416015625 1993.4326171875 1255.578125 2087.508544921875],0.629982054233551,0,0
750,366.0,[2297.2830361728315 1225.286520987704 2818.1345657458473 1708.563686941346],[2487.447265625 1538.738525390625 2642.30908203125 1619.278564453125],0.5555247068405151,0,0
750,784.0,[1051.807010301121 1148.371843983166 1584.8944223935641 1604.2751261514463],[1240.8587646484375 1431.182861328125 1397.060546875 1515.9647216796875],0.34990864992141724,LM15ZZC,0.22825531574391233
751,657.0,[810.9601853999953 1548.831294281625 1526.456900511459 2142.126023039992],[1049.205810546875 1995.4493408203125 1261.070556640625 2099.19091796875],0.6815242767333984,0,0
751,366.0,[2300.137781186 1228.1928766997912 2823.4138321563523 1712.630569272936],[2486.63623046875 1539.08642578125 2644.04443359375 1628.291748046875],0.6207124590873718,0,0
751,784.0,[1050.0769283144475 1152.047406001985 1582.812509110957 1609.488225992859],[1241.157958984375 1438.2374267578125 1396.385009765625 1522.3106689453125],0.3010764718055725,0,0
752,657.0,[808.6363387123359 1553.5673770122346 1525.8935451681496 2147.214947727064],[1052.4151611328125 1999.4681396484375 1261.646728515625 2096.63623046875],0.6671790480613708,0,0
752,366.0,[2301.209451915349 1230.4115558933604 2826.595513085501 1715.31660613569],[2483.782470703125 1536.732421875 2645.950439453125 1627.710205078125],0.6366223692893982,0,0
752,784.0,[1051.9405334588967 1153.0655922977694 1585.7185907801243 1609.717016507856],[1244.195068359375 1439.89453125 1397.3404541015625 1524.638671875],0.32301005721092224,LW15ZZC,0.1285261815669452
753,657.0,[802.4014279468461 1557.083393929214 1516.6108850730052 2149.72426851242],[1044.1890869140625 2010.1871337890625 1260.7420654296875 2105.595947265625],0.6648998856544495,KK06KSU,0.3154898468664809
753,366.0,[2302.18256427793 1235.6232643136332 2829.1135925169488 1721.1240875645535],[2477.9658203125 1548.305908203125 2645.885986328125 1631.18017578125],0.6360432505607605,GJ06EPD,0.5104353777825589
753,784.0,[1051.3634356231446 1155.8093225165112 1584.776439635515 1610.0752049873272],[1231.3480224609375 1441.809814453125 1395.5050048828125 1534.146240234375],0.4002183973789215,LW15ZZC,0.12220627099450974
754,657.0,[800.9064420065923 1561.3587078639946 1515.2249532238438 2152.707479032146],[1039.389892578125 2019.099609375 1252.8143310546875 2121.916259765625],0.6834301948547363,KH06KSU,0.43230372323895744
754,366.0,[2302.9132130159924 1241.624820582763 2831.754504516817 1727.9601084719577],[2483.3408203125 1550.7371826171875 2648.54443359375 1635.695556640625],0.5630635023117065,GJ06EPO,0.5021374508751782
755,657.0,[797.8708552048774 1563.3732358215075 1509.3051980627652 2153.030914072206],[1045.5234375 2017.2158203125 1249.319091796875 2116.7548828125],0.6758497357368469,KH06KSU,0.1682377492485631
755,366.0,[2301.4519185300205 1247.3836764743462 2831.517189784725 1732.9051043866523],[2483.781982421875 1551.4859619140625 2647.4736328125 1638.0633544921875],0.6167827248573303,GJ06EPD,0.2831212516920972
755,784.0,[1045.9961011187354 1163.7206561609094 1580.247156487884 1615.3303524438418],[1224.2593994140625 1447.3271484375 1390.2718505859375 1536.28125],0.27532580494880676,0,0
756,657.0,[797.5574063348407 1567.7462956720758 1510.6124016578879 2154.7977072198114],[1037.984130859375 2029.77099609375 1247.28515625 2132.643310546875],0.6665905714035034,0,0
756,366.0,[2301.1663732518896 1251.075342291031 2832.4581588860133 1737.9464209329933],[2485.4716796875 1561.4205322265625 2658.268310546875 1646.6612548828125],0.5475759506225586,GJ06EPD,0.3726799633786591
756,784.0,[1045.1406741101434 1167.8025881478143 1580.205408464514 1622.6430179249378],[1221.944091796875 1449.324462890625 1386.29248046875 1540.160888671875],0.47942879796028137,0,0
757,657.0,[799.1090912791333 1573.6377960965845 1515.5369498764921 2157.5340398904063],[1028.4957275390625 2041.6080322265625 1244.7308349609375 2146.030029296875],0.6912330389022827,KH06KSU,0.16441502426856003
757,366.0,[2302.0270369170235 1255.8084708509102 2832.186834865753 1742.5173301337466],[2490.205322265625 1567.1807861328125 2663.92626953125 1651.6466064453125],0.5803388953208923,GJ06EPD,0.26575116091260903
757,784.0,[1040.7167291385072 1171.1635766430777 1578.9315059563223 1630.788979905065],[1223.099365234375 1457.4871826171875 1385.243408203125 1553.03173828125],0.3467143476009369,0,0
758,657.0,[798.425020303913 1578.9701217817424 1518.363793971332 2158.9136574637823],[1029.9620361328125 2046.835693359375 1245.4127197265625 2145.983154296875],0.6840300559997559,0,0
758,366.0,[2302.0793882033054 1258.3433330527528 2831.628321149646 1745.8399080705717],[2484.725341796875 1565.7337646484375 2659.9990234375 1651.7083740234375],0.5642507672309875,0,0
758,784.0,[1036.8845479066968 1171.4669148282057 1577.8836011310518 1632.9128318242713],[1231.260009765625 1460.80517578125 1390.23583984375 1555.0308837890625],0.28946787118911743,0,0
759,657.0,[792.0272034893035 1584.9052986121421 1516.772081483333 2158.5409668169705],[1031.0660400390625 2054.54443359375 1247.4085693359375 2154.552734375],0.6857103705406189,KH06KSU,0.440713050911107
759,366.0,[2303.2196033517766 1266.0204934305254 2833.3962666976986 1752.6349069247274],[2491.407958984375 1578.4141845703125 2654.757080078125 1655.5103759765625],0.5266055464744568,GJ06EPD,0.43247411287774334
759,784.0,[1033.8933025510703 1176.923633595707 1576.2716123754024 1642.066895162483],[1223.1131591796875 1473.557373046875 1386.6844482421875 1560.03515625],0.49816828966140747,0,0
760,366.0,[2302.4703472497795 1271.5360290419603 2833.27564087892 1758.0652831969765],[2493.035888671875 1588.1500244140625 2649.91845703125 1659.001220703125],0.5445621609687805,GJ06EPD,0.4477420144315287
760,784.0,[1030.1598098035192 1181.3784223630569 1574.6480864584732 1650.5153518868387],[1212.5072021484375 1477.5179443359375 1384.484130859375 1559.9373779296875],0.3771967589855194,0,0
761,366.0,[2301.896347598965 1276.109354636498 2833.9892455713516 1762.2232762466895],[2500.16015625 1589.5400390625 2657.85205078125 1662.97119140625],0.5452365875244141,GJ06EPD,0.5222003828865309
761,784.0,[1027.6817043334192 1182.9103720376183 1573.9835161785188 1654.3687908440988],[1211.53466796875 1478.199462890625 1385.5958251953125 1563.908203125],0.44417569041252136,0,0
762,366.0,[2302.2733435911327 1278.0916113206595 2836.0122021490483 1763.9161048935048],[2509.36181640625 1586.6788330078125 2663.351318359375 1675.6322021484375],0.5935307741165161,0,0
762,784.0,[1025.5543925716895 1184.5843978570708 1574.1984734929054 1658.3450822928037],[1208.7664794921875 1482.8404541015625 1381.8172607421875 1564.9339599609375],0.484007328748703,0,0
763,366.0,[2304.9852802763694 1279.4559968049907 2839.5786808245844 1766.717497604328],[2501.912841796875 1590.573486328125 2656.163818359375 1677.4310302734375],0.5994719862937927,0,0
763,784.0,[1024.0996415415716 1187.4653698378518 1574.9864956034703 1660.7944412509307],[1216.771484375 1484.221435546875 1387.85498046875 1574.93994140625],0.5909829139709473,0,0
764,784.0,[1024.4035928703759 1189.6109201921251 1576.9230289128657 1662.233544298009],[1216.2264404296875 1487.520751953125 1385.5631103515625 1575.68603515625],0.5950318574905396,0,0
764,366.0,[2306.48620859101 1280.462724954365 2842.3166593027063 1769.3061874530727],[2490.7763671875 1594.985595703125 2661.0 1680.021240234375],0.5932385325431824,0,0
765,784.0,[1018.5310493943505 1192.6937656782743 1575.5409206458564 1666.0489843600594],[1210.441162109375 1490.6217041015625 1385.5738525390625 1580.1756591796875],0.6083160042762756,0,0
765,366.0,[2307.1030225518343 1283.4808301669927 2844.382124802073 1774.618275944476],[2493.4248046875 1596.5087890625 2664.76318359375 1681.62646484375],0.6075972318649292,GJ06EPD,0.28517777557634105
766,366.0,[2305.875878680274 1288.2501083252312 2845.6573421221815 1781.3541949666503],[2493.819580078125 1601.9630126953125 2667.03515625 1692.8759765625],0.6291278004646301,GJ06EPD,0.7825608092538574
766,784.0,[1016.1972966140911 1196.0409362408604 1574.7808987362473 1670.0918737960728],[1193.444580078125 1496.37451171875 1371.47509765625 1579.154296875],0.5636793375015259,LA15ZZC,0.23768160996887228
767,366.0,[2304.3212193276886 1291.2440179859111 2846.4948426669425 1786.0404717311028],[2495.194580078125 1607.7919921875 2669.2216796875 1696.16162109375],0.618701159954071,GJ06EPD,0.5190559220841962
767,784.0,[1011.6502730760226 1197.2771833484771 1573.3934443621556 1671.7020384989278],[1197.6051025390625 1499.06396484375 1371.8204345703125 1582.6962890625],0.5817102193832397,0,0
768,366.0,[2301.493491908754 1293.9145876700143 2846.783531038875 1791.6999490826295],[2495.7685546875 1609.0401611328125 2673.300537109375 1698.5018310546875],0.6202231049537659,GJ06EPO,0.3290884336037845
768,784.0,[1007.893933602083 1199.6052429540387 1570.243982982316 1676.7900526695462],[1195.669921875 1498.758544921875 1373.7117919921875 1589.0284423828125],0.5938360095024109,0,0
769,784.0,[1004.3519622097645 1204.7377471543182 1568.5638644509424 1683.776262461788],[1196.46240234375 1504.0748291015625 1375.7572021484375 1597.7962646484375],0.5888148546218872,0,0
769,366.0,[2302.6310651317394 1295.0963774008678 2850.019270339791 1795.9984324315164],[2492.656982421875 1618.94384765625 2671.26416015625 1698.841552734375],0.5056187510490417,GJ05EPD,0.18631521716577806
770,784.0,[1003.4612231333483 1205.1262373411112 1567.354559301593 1684.1505172459076],[1196.74560546875 1509.67578125 1371.04736328125 1603.633056640625],0.6074622273445129,0,0
770,366.0,[2302.700177074581 1296.2770938407946 2852.549145176403 1799.638574033883],[2491.35791015625 1625.002197265625 2671.316162109375 1704.163818359375],0.5767002105712891,GJ06EPD,0.4694179995575306
771,784.0,[1002.62302279356 1208.6786355513188 1567.9348762945644 1686.9447201772393],[1193.6220703125 1513.2667236328125 1372.831787109375 1609.1151123046875],0.625210702419281,0,0
771,366.0,[2302.1883590554535 1300.03726095014 2855.1761458683914 1805.2232188909998],[2500.672119140625 1630.8773193359375 2665.644775390625 1709.97119140625],0.6222325563430786,GJ05EPD,0.5027388828948502
772,366.0,[2299.5178321096455 1307.937559758093 2854.9325418705284 1813.058148755681],[2499.56494140625 1635.727294921875 2671.374267578125 1719.572021484375],0.6333691477775574,GJ06EPD,0.527729845714748
772,784.0,[1002.1417810922903 1213.214859866246 1568.4371546390503 1693.620977781946],[1192.0361328125 1520.617431640625 1364.15673828125 1612.343017578125],0.5825858116149902,0,0
773,366.0,[2298.041532612869 1311.6960415505596 2855.0617121309683 1817.9447465626804],[2502.134765625 1633.269287109375 2675.6572265625 1722.990234375],0.6668278574943542,TJ06EPD,0.20023321048241124
773,784.0,[1000.4025322628008 1215.638402337668 1568.2309183492457 1698.9858355427639],[1192.5936279296875 1525.931884765625 1355.0980224609375 1607.890625],0.6066439151763916,0,0
774,366.0,[2299.1078848036404 1320.1016993765923 2857.5340046706506 1825.7970511157926],[2502.6279296875 1639.9390869140625 2667.90185546875 1724.5777587890625],0.6461336016654968,0,0
774,784.0,[994.8361585119908 1220.0866997808375 1566.9658464561246 1703.3768938088451],[1190.681396484375 1527.5240478515625 1351.4139404296875 1613.3594970703125],0.6108666658401489,LM15ZZC,0.15030736546858772
775,366.0,[2301.3011277531045 1324.8515459429707 2861.6667369829415 1831.959218588913],[2503.402587890625 1645.1180419921875 2670.820068359375 1730.1558837890625],0.6348670125007629,0,0
775,784.0,[993.6807209656979 1227.3387285362485 1569.3327874790314 1710.593233312841],[1193.328857421875 1537.554931640625 1351.101318359375 1621.793701171875],0.6226056814193726,LM15ZZC,0.21002562411560444
776,366.0,[2302.722878937804 1327.2943518868083 2864.212767192723 1836.2554807898882],[2501.81982421875 1647.0933837890625 2678.6689453125 1734.0047607421875],0.6394619941711426,GJ06EPD,0.42824617417306016
776,784.0,[991.277033116254 1231.5156411214573 1569.425750127987 1715.1584410434982],[1190.4700927734375 1536.6533203125 1352.18994140625 1625.11083984375],0.6192554235458374,0,0
777,784.0,[987.4868544595748 1233.0171128331765 1567.7502660401688 1718.9951167997613],[1174.49853515625 1538.475341796875 1349.447998046875 1628.526611328125],0.6597299575805664,LU15ZZC,0.21167528981430905
777,366.0,[2303.121767757273 1329.5025016932277 2865.4840493460724 1840.7549817214017],[2507.2509765625 1658.544189453125 2685.518798828125 1744.10498046875],0.5775828957557678,TJ06EPD,0.6766282663345066
778,784.0,[981.9114392380516 1237.6530070678211 1565.311273744178 1727.9067151550933],[1178.8638916015625 1547.307861328125 1349.114990234375 1632.651123046875],0.6253761649131775,LW15ZZC,0.30752380654253386
778,366.0,[2302.42215196534 1333.1282159244045 2866.4425084344057 1846.896622137471],[2506.376953125 1660.4490966796875 2683.846435546875 1745.8677978515625],0.5779832601547241,0,0
779,784.0,[978.2048416061816 1239.9689938770957 1564.510715409575 1734.0314965856642],[1173.509765625 1548.76904296875 1345.398193359375 1633.54833984375],0.6197014451026917,LM15ZZC,0.09420847531868311
779,366.0,[2302.4419667518728 1333.0348078867066 2867.0782455100784 1849.9000963306955],[2509.188720703125 1671.4010009765625 2684.581787109375 1747.9288330078125],0.5536558628082275,GJ06EPD,0.5594022501004078
780,784.0,[975.6520829145562 1242.126819402811 1562.1349002726884 1739.154430437439],[1172.0079345703125 1550.217041015625 1350.2607421875 1644.574951171875],0.6250545978546143,LA15ZZC,0.13330398164136611
780,366.0,[2304.9896839015114 1340.0576184544036 2869.700123490607 1857.272186062418],[2510.250732421875 1676.526123046875 2686.29345703125 1753.789306640625],0.6244021654129028,GJ06EPD,0.3019101456983389
781,366.0,[2305.5613075845863 1346.466834377641 2871.909116830288 1864.4522728698005],[2513.82861328125 1684.4366455078125 2686.478759765625 1764.2838134765625],0.6567714214324951,GJ06EPO,0.5268016627553778
781,784.0,[971.932867380513 1247.6219161457316 1558.425582857844 1745.6594464894183],[1159.4803466796875 1562.074951171875 1345.1427001953125 1657.1044921875],0.614952027797699,0,0
782,366.0,[2302.678776370512 1349.2500615834012 2872.1501788547307 1868.9056740980238],[2512.844482421875 1683.944091796875 2686.967529296875 1769.625],0.6650812029838562,GJ06EPD,0.28265741619110607
782,784.0,[969.2085143908121 1248.2633225619181 1556.5905679324974 1748.505732441735],[1150.0352783203125 1559.466064453125 1342.5699462890625 1654.1392822265625],0.6067538261413574,0,0
783,366.0,[2303.4196782119616 1354.761758314091 2877.524120699288 1875.7630286305343],[2513.53662109375 1682.8524169921875 2682.113037109375 1770.9979248046875],0.6473982334136963,0,0
783,784.0,[967.4833543337286 1250.8048569392186 1556.2667181802112 1754.4528428834897],[1153.53271484375 1575.95068359375 1340.5599365234375 1656.28125],0.5848277807235718,LN15ZZC,0.4355769410578518
784,366.0,[2301.6334967482776 1361.376572150106 2878.9987691319934 1883.070457586348],[2508.945068359375 1693.6025390625 2688.984619140625 1779.819580078125],0.6480409502983093,0,0
784,784.0,[960.3761038935759 1252.4809091235854 1549.2175841694175 1760.630022433558],[1159.3743896484375 1581.475341796875 1336.95703125 1662.2255859375],0.620355486869812,0,0
785,366.0,[2301.7270093076177 1365.852195715992 2880.295031823194 1887.7641722688245],[2503.5732421875 1695.1585693359375 2685.99853515625 1783.2930908203125],0.6621940732002258,GJ06EPD,0.5627686391760215
785,784.0,[957.0870156113024 1253.8056286271324 1546.3864654969962 1765.535543608574],[1165.4219970703125 1582.5858154296875 1330.9500732421875 1664.333251953125],0.6385612487792969,0,0
786,784.0,[953.9368674369314 1259.7648075508719 1544.959853007155 1771.3468482535486],[1151.7225341796875 1586.2156982421875 1333.2005615234375 1679.406494140625],0.6448533535003662,0,0
786,366.0,[2301.276129680921 1369.6179984087134 2881.998379861568 1894.1254568165496],[2507.95458984375 1706.26171875 2685.382080078125 1797.6375732421875],0.6348430514335632,LJ06EPD,0.14386342749464126
787,784.0,[947.3114354933696 1265.0142992935052 1538.991512135418 1775.8661480867872],[1146.3310546875 1591.489013671875 1329.928466796875 1679.701171875],0.6393721699714661,0,0
787,366.0,[2297.5215196624276 1371.9627844485963 2878.301142329765 1898.2637499956527],[2505.4814453125 1710.5830078125 2690.1630859375 1800.697998046875],0.6216159462928772,0,0
788,784.0,[946.2877561088405 1267.9848371864578 1537.0776396712506 1778.3286421702546],[1148.790283203125 1593.2779541015625 1328.3453369140625 1681.7559814453125],0.6295725703239441,0,0
788,366.0,[2298.5474295508625 1375.2336891149932 2878.1905373273207 1901.3990515887824],[2507.98779296875 1716.2186279296875 2689.908935546875 1801.9420166015625],0.5967516899108887,GJ05EPD,0.3243802234118457
789,784.0,[945.7186773060914 1271.4639551789198 1535.5693904029397 1781.6539378837858],[1147.5985107421875 1595.7652587890625 1329.4361572265625 1689.2105712890625],0.6314855217933655,0,0
789,366.0,[2298.462476544454 1381.046423886158 2878.225557481511 1908.297252497394],[2513.4755859375 1725.9486083984375 2693.807861328125 1804.395751953125],0.6285978555679321,OJ06EPD,0.31935814561227255
790,366.0,[2298.678897402895 1389.3666125872144 2879.473278425653 1918.017242132176],[2513.2861328125 1730.8472900390625 2694.80712890625 1817.4862060546875],0.6677976250648499,GJ06EPD,0.4884937471981959
790,784.0,[942.7669538890971 1274.8831019961756 1533.4470017949277 1787.9276053230662],[1150.8333740234375 1605.1051025390625 1324.3038330078125 1696.6065673828125],0.5962405204772949,LU15ZZC,0.2312608356312602
791,366.0,[2299.326506227121 1392.0056610054608 2881.535109704845 1922.7078457062453],[2513.424072265625 1732.2806396484375 2692.115966796875 1818.4464111328125],0.6824691891670227,0,0
791,784.0,[939.8489571970001 1276.40881451224 1530.8145455970491 1792.0626531499802],[1141.4615478515625 1606.410400390625 1325.9854736328125 1698.7896728515625],0.6035979986190796,0,0
